Timestamp,Track,Lap,Time_s,AmbientTemp_C,EngineSpeed_RPM,VehicleSpeed_kph,FuelLoad_kg,CoolingSetting,ERS_Deploy,AirflowRate_kgps,ComponentTemp_C,Gear,Throttle_pct,BrakePressure_bar,OilPressure_bar,Weather_Humidity_pct,TyreWear_Index,SponsorLogoSize_cm,DriverMood_Score,EngineLoad_Index,RollingAmbient_C
01/06/2025 14:04,Silverstone,3,258,19.8,9585,141,24.17,low,0,0.702,90.02,8,68.8,,4.23,61.9,44.1,20,8,666,19.46
01/06/2025 14:21,Silverstone,14,1299,24.62,9775,138.8,8.52,high,0,0.811,88.09,8,72.3,83.4,4.54,54.9,60.4,30,3,693.7,24.56
01/06/2025 14:00,Silverstone,1,51,17.97,10544,149.7,27.21,low,0,0.681,93.63,8,84.4,83.1,4.68,60,65.4,20,8,969.1,17.78
01/06/2025 14:20,Silverstone,13,1225,23.95,10583,161.4,,high,0,0.925,87.34,,87.7,66.6,0,68.2,37.4,20,9,916.5,23.95
01/06/2025 14:10,Silverstone,7,602,20.73,12483,184.4,19,med,1,0.939,90.16,8,84.9,58.4,5.1,62.4,46,30,3,1063.3,21.28
01/06/2025 14:16,Silverstone,11,1001,21.87,11129,168.1,16.47,low,0,0.758,82.25,8,87.6,57.7,4.71,54.3,,20,3,1039.2,21.89
01/06/2025 14:05,Silverstone,4,354,20.3,9491,143.7,22.71,low,1,0.621,89.91,8,77.5,73.5,4.39,67.2,35.4,20,8,812.7,20.24
01/06/2025 14:20,Silverstone,13,1220,23.98,9999,,9.72,high,1,0.92,83.96,8,91,72.4,4.68,59.6,47.3,30,7,994,23.05
01/06/2025 14:14,Silverstone,10,854,21.28,11770,170.8,15.22,med,0,0.935,87.83,8,87.9,66.7,4.96,58.9,45.2,30,6,1010.1,21.39
01/06/2025 14:11,Silverstone,7,663,20.67,11598,170.6,18.13,med,0,0.851,92.4,8,91.3,61.5,4.8,58.1,65.1,30,1,1006.2,20.62
01/06/2025 14:21,Silverstone,14,1304,24.78,9758,140.8,8.45,high,0,0.881,88.86,8,80.8,80.1,4.56,57.7,51.8,30,2,749,24.71
01/06/2025 14:07,Silverstone,5,469,20.63,11253,163.5,20.95,low,0,0.734,91.45,8,88.7,66.2,4.82,61.2,51.3,20,6,924.1,20.85
01/06/2025 14:00,Silverstone,1,40,18.09,12273,170.7,27.32,low,1,0.787,96.03,8,100,70.7,5.09,57.7,41.2,30,5,1238.7,17.71
01/06/2025 14:08,Silverstone,6,506,20.64,12951,192.3,20.45,low,0,0.906,92.84,8,100,55.5,5.07,55.2,52.7,20,5,1224.2,20.69
01/06/2025 14:15,Silverstone,10,912,21.35,10302,150.1,14.3,med,0,0.764,90.59,8,91.1,72.8,4.58,64.7,47.4,30,9,970.9,21.38
01/06/2025 14:08,Silverstone,6,505,20.6,12929,184.7,20.42,low,0,0.857,94.01,8,100,57.8,4.95,73.3,57.8,20,7,1319.7,20.62
01/06/2025 14:04,Silverstone,4,299,,,182.9,23.48,low,1,0.801,92.96,8,98.5,55.8,4.96,58.4,41.7,20,6,1246.6,19.94
01/06/2025 14:00,Silverstone,1,34,18,12557,177,27.42,low,,0.789,96.88,8,91.9,62.5,5.16,57.6,61.7,,6,1164.1,18.08
01/06/2025 14:11,Silverstone,8,697,20.84,12812,189.9,17.56,med,0,0.982,93.85,8,96.6,52.6,5.12,62.8,50.8,10,8,1212.2,20.95
01/06/2025 14:09,Silverstone,6,556,20.54,10152,150.5,23.13,low,0,0.642,76.01,8,71.1,84.3,4.47,53.4,43.5,20,4,721.1,20.35
01/06/2025 14:17,Silverstone,12,1039,22.39,11110,167.5,12.45,high,0,0.98,87.7,8,84.5,62,4.72,59.2,46.8,20,1,882.8,22.32
01/06/2025 14:06,Silverstone,4,370,20.26,10630,165,22.51,low,0,0.726,89.95,8,87.3,58.2,4.68,60.1,48,20,6,1001,20.42
01/06/2025 14:13,Silverstone,9,818,21.02,10351,155.7,15.68,med,0,0.862,89.31,8,79.5,64.6,4.6,63.4,56.5,20,2,788.4,20.87
01/06/2025 14:14,Silverstone,10,894,21.4,12163,,14.64,med,0,0.943,93.4,8,92.4,64.1,4.91,58.4,59.5,20,3,1155.2,21.63
01/06/2025 14:08,Silverstone,6,534,20.7,10165,162.2,23.46,low,1,0.76,83.54,8,82.6,68.7,4.57,64.1,55.2,20,4,816.4,20.33
01/06/2025 14:20,Silverstone,14,1229,23.72,11238,164.1,9.53,high,1,1.032,88.35,8,83.3,,4.74,51.6,54.3,20,6,982.3,24.02
01/06/2025 14:20,Silverstone,14,1243,24.18,11630,171.5,9.42,high,0,0.992,87.27,8,82.3,66,4.89,57.6,47.5,big,3,901.6,23.64
01/06/2025 14:15,Silverstone,10,925,21.48,9848,142.7,14.21,med,0,0.736,88.02,8,80.3,75.2,4.5,63.1,36.8,10,2,838.8,21.31
01/06/2025 14:21,Silverstone,15,1315,24.86,10150,151.8,8.31,high,0,0.891,87.45,8,81.9,76.1,4.43,63.3,47,20,3,814.5,24.76
01/06/2025 14:12,Silverstone,8,722,20.67,10399,148.9,17.13,med,0,0.814,90.51,8,81.5,70.1,4.62,57.1,49.4,20,8,874.5,20.73
01/06/2025 14:19,Silverstone,13,1175,23.59,12725,184.5,,high,0,1.104,92.79,8,100,53.9,5.05,60.6,38.3,10,6,1347.3,22.96
01/06/2025 14:14,Silverstone,10,862,21.14,11560,168.8,15.03,med,1,0.86,92.79,8,92.4,68,4.83,64,37.9,30,7,1066.2,21.4
01/06/2025 14:00,Silverstone,1,15,17.76,12231,195.1,27.83,low,1,0.836,92.88,8,83.4,55.8,5.03,54.7,56.8,10,9,1065.7,
01/06/2025 14:10,Silverstone,7,636,20.76,9759,145.6,18.49,med,,0.777,84.39,8,78.8,77.5,4.53,56.7,51.7,20,5,750.1,20.59
01/06/2025 14:00,Silverstone,1,45,18.09,11688,176.2,27.37,low,0,0.817,93.82,8,84.6,64,4.92,52.5,64,,5,952,17.84
01/06/2025 14:13,Silverstone,9,821,21.03,9874,150,15.72,med,0,0.809,87.27,8,82.5,76.5,4.51,68.1,50.7,10,5,765.3,20.91
01/06/2025 14:20,Silverstone,14,1241,24.12,11485,181.3,9.38,high,,1.129,85.59,8,96.8,57.6,4.63,63.2,31.9,30,7,1102.9,23.81
01/06/2025 14:09,Silverstone,6,568,20.72,11637,171.5,,med,0,0.86,87.91,8,92.1,62.7,4.75,,33.5,30,9,1061.6,20.22
01/06/2025 14:08,Silverstone,6,525,20.54,10949,168.9,23.59,low,0,0.756,83.8,8,79.7,49.8,4.71,54.6,53.4,30,3,894.6,20.36
01/06/2025 14:13,Silverstone,9,825,21.04,9649,137.5,15.6,med,1,0.719,86.15,8,74.7,76.6,4.45,55.7,60.1,20,5,691,21.07
01/06/2025 14:08,Silverstone,6,537,20.67,9922,142.1,23.49,low,0,0.633,80.29,8,83.4,80.2,4.53,56.3,59.9,20,6,785.8,20.28
01/06/2025 14:06,Silverstone,4,366,20.39,10221,161.4,22.46,low,1,0.709,86.3,8,81.8,69.1,4.52,60.9,30.4,20,4,873.5,20.25
01/06/2025 14:17,Silverstone,12,1041,22.28,11367,161.1,12.3,high,0,0.978,86.62,8,79.8,70.6,4.86,60.8,33.8,30,8,972.3,21.97
01/06/2025 14:18,Silverstone,12,1091,22.61,11262,162.8,11.64,high,0,0.991,89.87,8,94.1,74.5,4.8,57.4,38,10,4,1079.5,22.16
01/06/2025 14:19,Silverstone,13,1140,23.2,10502,156.2,10.9,high,0,0.93,85.13,8,84.4,70.1,4.5,59.4,59.1,20,1,877.2,23.07
01/06/2025 14:04,Silverstone,3,267,19.98,9831,,23.94,low,1,0.634,86.72,8,82.8,83.8,4.56,62.2,37.2,20,4,795.8,19.49
01/06/2025 14:01,Silverstone,1,95,18.45,10430,150.4,26.64,low,0,0.73,87.96,8,78.1,80.5,4.37,54.3,58.1,20,5,802.6,18.32
01/06/2025 14:05,Silverstone,4,338,20.2,10571,149.8,22.96,low,0,0.64,92.97,8,77.3,73.7,4.69,53.4,42,20,8,826,20.35
01/06/2025 14:07,Silverstone,5,433,20.37,10535,164.1,21.54,low,1,0.737,95.19,8,81.7,70.5,4.5,69.4,45.9,10,2,845,20.44
01/06/2025 14:12,Silverstone,9,772,20.92,12104,172.9,16.34,med,0,0.909,85.3,8,88.7,72.2,4.95,60,49.9,10,1,1008,21.21
01/06/2025 14:12,Silverstone,8,764,20.82,11051,171.9,16.59,med,0,0.868,87.59,8,84.8,61.8,4.75,49.3,60.4,10,8,954.1,21.01
01/06/2025 14:17,Silverstone,12,1030,,10034,150.1,12.55,high,0,0.898,83.98,8,84,71.5,4.37,56.8,43.5,20,6,834.2,22.13
01/06/2025 14:00,Silverstone,1,23,17.92,12703,183,27.72,low,1,,95.79,8,98.4,58.4,4.99,59.7,43.9,20,1,1224.7,17.42
01/06/2025 14:00,Silverstone,1,7,17.71,11352,169.6,27.95,low,0,0.767,86.89,8,,60.2,4.77,66.6,55,20,5,896.1,17.73
01/06/2025 14:20,Silverstone,13,1213,23.94,9777,149.7,9.75,high,1,0.934,81.79,8,79.4,74,4.38,61.4,42.8,10,6,694.8,23.77
01/06/2025 14:16,Silverstone,11,1017,22.04,9742,138.7,12.75,high,1,0.799,85.95,8,83.2,85.6,4.62,57.2,56.7,30,3,700.2,21.95
01/06/2025 14:11,Silverstone,8,701,20.77,12464,187.9,17.55,,0,0.937,92.51,8,95.1,53.3,4.86,68,43,20,4,1203.5,20.76
01/06/2025 14:04,Silverstone,4,293,19.94,11669,170.8,23.65,low,1,0.757,89.69,8,90.5,75.3,4.81,60.8,49.1,20,5,994.8,19.84
01/06/2025 14:11,Silverstone,8,716,20.86,11069,164.5,17.24,med,0,0.894,94.05,8,77.2,68.3,4.68,60,46.1,30,8,981.8,20.84
01/06/2025 14:19,Silverstone,13,1189,23.59,11034,156.9,10.07,high,,0.936,89.64,8,83,80.4,4.7,63.7,47,30,5,874.5,23.33
01/06/2025 14:16,Silverstone,11,989,21.98,12237,178.1,16.74,low,0,0.824,85.37,8,92.5,65.5,5.01,57.3,50.1,20,1,1181.3,21.79
01/06/2025 14:21,Silverstone,14,1309,24.77,9763,140.4,8.35,high,1,0.857,86.17,8,81.9,76.1,4.28,54.9,45.2,20,,796.1,24.65
01/06/2025 14:01,Silverstone,2,117,18.72,13023,189.9,26.18,low,0,0.807,92.14,8,100,49.7,5.12,64.3,47,30,4,1321.9,18.89
01/06/2025 14:09,Silverstone,6,559,20.63,10496,153.5,23.07,low,0,0.696,77.78,8,80,80.9,4.61,49.8,40,30,3,914.4,20.7
01/06/2025 14:04,Silverstone,3,254,19.7,9745,135.3,24.16,low,1,0.628,88.62,8,75.3,80.2,4.52,61.2,60.1,20,7,798,19.66
01/06/2025 14:10,Silverstone,7,652,20.79,10297,159.7,18.19,med,0,0.816,84.33,8,76.5,72.7,4.58,60.9,47.6,30,2,792.4,20.79
01/06/2025 14:20,Silverstone,14,1247,24.21,12242,184.5,9.25,high,0,1.033,88.72,8,90.6,62.1,4.9,51.3,38.8,20,,1038.4,
01/06/2025 14:17,Silverstone,12,1057,22.28,12002,177,12.19,high,0,1.028,88.32,8,100,66.4,4.96,59.4,56.7,20,5,1244.8,22.34
01/06/2025 14:19,Silverstone,13,1195,23.83,10354,150.9,10.14,high,0,0.876,88.68,8,88.6,69.9,4.63,62.1,45.1,20,8,982.3,23.36
01/06/2025 14:11,Silverstone,7,669,20.73,11164,158.7,17.94,med,1,0.829,88.06,8,92,74.1,4.78,66.6,64.5,30,6,1065,20.64
01/06/2025 14:08,Silverstone,6,523,20.59,11179,168.7,23.69,low,0,0.716,84.3,8,88.9,67.4,4.76,57.4,36,10,9,1003.7,20.59
01/06/2025 14:20,Silverstone,13,1207,23.7,9476,142,9.97,high,1,0.796,83.64,8,75.1,79.1,4.5,62.8,62.3,30,7,663.1,23.63
01/06/2025 14:11,Silverstone,8,687,20.96,12834,192.5,17.75,med,,1.025,88.69,8,90.4,54.7,5.08,54.2,50.6,30,1,1176.9,20.66
01/06/2025 14:18,Silverstone,12,1081,22.89,12139,173,11.78,high,0,1.06,92.01,8,85.4,55.5,4.83,73.9,58.4,10,8,1069,22.27
01/06/2025 14:17,Silverstone,12,1035,22.23,,155.5,12.47,high,0,0.991,84.89,8,86,65.9,4.75,64.7,41.8,20,1,841.4,22.29
01/06/2025 14:00,Silverstone,1,57,18.19,10415,146.8,27.16,low,0,0.692,93.27,8,82.1,79.4,4.64,60.6,49.3,30,7,895.3,18.18
01/06/2025 14:00,Silverstone,1,3,17.76,10787,155.6,27.94,low,0,0.728,87.13,8,89.7,65,4.62,60.1,66,20,6,968.9,17.73
01/06/2025 14:18,Silverstone,12,1090,22.67,11533,172,11.66,high,0,1.053,89,8,79.8,66.1,4.97,55.4,67.2,20,8,978.6,22.43
01/06/2025 14:13,Silverstone,9,806,21.02,11369,172.2,15.91,med,0,0.906,94.03,8,94.8,62,4.72,66.7,54.9,10,2,1151.3,21.12
01/06/2025 14:07,Silverstone,5,437,20.4,10310,154.8,21.37,low,0,0.722,93.6,8,76.8,61.7,4.53,58,53.7,20,2,871.8,20.76
01/06/2025 14:13,Silverstone,9,834,21.26,9566,137.1,15.49,med,0,0.757,87.3,8,77.1,80.2,4.43,68.4,56.5,10,1,699.6,
01/06/2025 14:05,Silverstone,4,349,20.29,9566,143.9,22.74,low,0,0.637,92.18,8,67.8,71.1,4.24,54.9,54.1,10,1,660.8,19.96
01/06/2025 14:02,Silverstone,2,166,19.26,9592,132.5,25.49,low,1,0.635,85.5,8,73.3,86.2,4.35,67,66.4,20,9,626.5,
01/06/2025 14:18,Silverstone,12,1096,22.8,10879,145.9,11.53,high,0,0.835,88.33,8,89.7,75.1,4.85,64.9,60.8,20,6,,22.54
01/06/2025 14:21,Silverstone,14,1290,24.51,10445,151.4,8.69,high,0,0.862,91.15,8,78.9,70.7,4.54,57.9,61.3,20,6,833.3,24.3
01/06/2025 14:19,Silverstone,13,1183,23.51,11829,173.8,10.28,high,0,1.012,89.97,8,91.8,57.3,4.88,58.1,49.1,10,3,1022.8,23.37
01/06/2025 14:11,Silverstone,8,699,20.77,12537,186.1,,med,1,0.978,93.75,8,100,60.9,4.89,58,53.6,20,6,1288.2,20.69
01/06/2025 14:05,Silverstone,4,343,20.2,10087,142.3,22.88,low,0,0.602,90.74,8,76.9,76.9,4.42,50,52.3,20,9,729.7,20.2
01/06/2025 14:18,Silverstone,12,1086,22.66,11888,178,11.74,high,0,1.028,90.54,8,84,65.8,4.8,58.6,56.3,30,1,958,22.51
01/06/2025 14:21,Silverstone,15,1314,24.62,10083,143.9,8.23,high,0,0.886,86.31,8,80.9,86.3,4.54,72.5,60,10,4,758.1,24.16
01/06/2025 14:21,Silverstone,14,1288,24.52,10481,154.7,8.65,high,0,0.923,92.77,8,86.8,74.7,4.67,60.8,36.8,20,2,887.6,24.26
01/06/2025 14:07,Silverstone,5,458,20.72,9786,141.8,21.19,low,0,0.619,88.97,8,75.6,72,4.37,66.2,60.4,30,9,593.6,20.01
01/06/2025 14:07,Silverstone,5,452,20.58,9480,145.8,21.3,low,1,0.682,89.45,8,74.1,75.2,4.29,53.9,42.2,20,3,571.6,20.35
01/06/2025 14:06,Silverstone,4,384,20.37,10821,166.6,22.26,low,0,0.795,87.78,8,84.9,61.6,4.63,57.7,46.8,20,8,867.5,20.12
01/06/2025 14:01,Silverstone,2,108,18.5,12425,,26.38,low,0,0.852,91.29,8,93.9,53.3,5,57.9,59.7,20,5,1249.2,18.39
01/06/2025 14:17,Silverstone,12,1040,22.39,11334,162.1,12.41,high,0,0.974,86.63,8,91.3,,4.78,56.1,53.3,20,8,1013.4,22.15
01/06/2025 14:16,Silverstone,11,1012,22.09,9802,152.4,12.78,high,0,0.881,89.33,8,88.4,71.8,4.26,54.8,60.5,20,3,864.1,22.11
01/06/2025 14:03,Silverstone,3,202,19.25,12091,176.9,24.9,low,0,0.836,94.03,8,98.3,59.9,5,63.7,50.3,20,2,1202.8,19.36
01/06/2025 14:07,Silverstone,5,446,20.4,9534,142.8,21.22,low,1,0.613,88.79,8,86.2,81.5,4.4,62.1,34.4,20,3,771.3,20.36
01/06/2025 14:12,Silverstone,8,737,20.82,9826,150.2,16.93,med,1,0.804,83.98,8,79,75.2,4.4,57.4,50.2,20,2,758.6,21.1
01/06/2025 14:04,Silverstone,3,269,19.8,9919,150.2,23.9,low,1,0.648,86.94,8,90.4,84.3,4.51,61,35.6,30,8,875.9,19.81
01/06/2025 14:10,Silverstone,7,631,20.64,9760,138,18.57,med,0,0.689,85.75,8,73.4,86.6,4.52,53.8,56.5,20,3,792.9,20.85
01/06/2025 14:18,Silverstone,12,1099,22.8,10719,158.8,11.58,high,0,0.934,,8,85.9,59.4,4.57,61,39.4,,9,873.5,22.86
01/06/2025 14:02,Silverstone,2,139,18.86,11592,174.4,25.87,low,0,0.81,92.2,8,84.6,57.6,4.79,53.6,40.3,20,9,940.6,18.69
01/06/2025 14:16,Silverstone,11,1009,21.94,10024,149.5,16.34,low,1,0.621,79.22,8,86,85.2,4.51,55.4,56.8,30,9,915.6,21.73
01/06/2025 14:21,Silverstone,14,1291,24.6,10373,153.7,8.59,high,,0.831,91.03,8,80.9,68.5,4.58,64.9,55.2,20,1,860.8,24.31
01/06/2025 14:07,Silverstone,5,471,20.46,11549,175.9,,low,0,0.807,91.56,8,98.1,55.4,4.82,72.5,55.5,20,3,1123.2,20.57
01/06/2025 14:07,Silverstone,5,427,20.44,11249,170,21.65,low,0,0.795,94.53,8,87.3,65.4,4.88,54.4,67.6,20,,1062.1,20.55
01/06/2025 14:08,Silverstone,6,526,20.61,10817,162.3,23.59,low,0,0.756,82.94,8,82.3,65.2,4.59,54.9,53.2,20,1,899.4,20.61
01/06/2025 14:19,Silverstone,13,1192,23.67,10547,146.4,,high,0,0.879,87.42,8,81,76.5,4.57,64.6,58.4,30,5,816.8,23.6
01/06/2025 14:18,Silverstone,12,1120,22.9,9798,142.2,11.21,high,0,0.837,82.05,8,75.3,76.8,4.34,58.2,44.9,20,5,757.9,22.75
01/06/2025 14:19,Silverstone,13,1143,23.1,10885,149.4,10.8,high,0,0.894,87.41,8,77.9,75.7,4.57,75.4,58.7,20,4,859.6,22.67
01/06/2025 14:11,Silverstone,7,667,20.76,10630,156.8,17.93,med,0,0.839,88.1,8,85.7,70.3,4.57,52,49.3,10,3,992.4,20.58
01/06/2025 14:01,Silverstone,2,106,18.44,11891,169.3,26.44,low,0,0.778,91.85,8,83.7,60.4,4.97,55.8,47.5,30,7,952.7,18.81
01/06/2025 14:21,Silverstone,14,1260,24.19,12961,194.5,9.17,high,0,1.141,90.58,8,94,54.4,5.23,59.8,41.5,20,3,1209.2,24.28
01/06/2025 14:13,Silverstone,9,816,20.96,10421,143.7,15.86,med,1,0.76,91.67,8,71,73.1,4.53,60.4,44.3,20,5,778.2,21.09
01/06/2025 14:10,Silverstone,7,655,20.61,10362,152.2,18.12,med,1,0.796,89,8,80.2,74.7,4.73,63,53.6,20,6,824,20.89
01/06/2025 14:00,Silverstone,1,11,17.76,11808,169.1,27.86,low,0,0.721,88.09,8,90,60.5,5.02,61.3,34.8,20,7,1062.7,17.42
01/06/2025 14:09,Silverstone,7,594,20.77,12895,187.5,19.09,med,0,1.004,89.56,8,93.6,57.1,5.12,48,53.3,20,9,1230.1,20.61
01/06/2025 14:15,Silverstone,11,942,21.44,10844,161.7,13.85,med,1,0.854,84.28,8,80.6,71,4.7,61.9,18.3,20,6,843.3,21.68
01/06/2025 14:01,Silverstone,2,104,18.52,11593,172.5,26.49,low,1,0.752,92.02,8,90.7,69.1,4.78,50.6,44.9,10,1,1032.5,18.92
01/06/2025 14:20,Silverstone,14,1256,24.29,12665,180.1,9.07,high,0,1.073,90.43,8,95.4,64.1,5.05,54.8,68.9,20,3,1182.7,23.86
01/06/2025 14:03,Silverstone,3,235,19.54,11629,162.3,24.53,low,0,0.691,95.19,8,94.3,69.4,4.79,56.9,35.3,20,8,1093.9,19.66
01/06/2025 14:16,Silverstone,11,993,21.78,11672,178.3,16.57,low,1,0.789,86.17,8,83.8,55.5,4.65,56.5,59.5,10,2,980.5,21.61
01/06/2025 14:19,Silverstone,13,1164,23.36,12690,187.2,10.49,high,0,1.136,91.74,8,99.9,48.7,4.87,56.6,56,30,3,1269.8,22.98
01/06/2025 14:16,Silverstone,11,1008,22.13,10183,141.5,16.34,low,0,0.637,,8,87.5,83.2,4.59,54.8,45.9,20,9,950,21.88
01/06/2025 14:05,Silverstone,4,312,19.96,13054,193.8,23.26,low,1,0.862,95.99,8,100,52.6,5.16,63,50.1,20,9,1272.1,19.87
01/06/2025 14:20,Silverstone,14,1259,24.27,12905,185.2,9.12,high,0,1.102,91.36,8,100,56.5,5.16,54.5,40.1,20,8,1283.2,24.36
01/06/2025 14:06,Silverstone,5,399,20.33,12971,185,22.07,low,1,0.815,90.62,,,55.7,4.95,59.2,48.2,10,3,1225.3,20.22
01/06/2025 14:09,Silverstone,6,540,20.58,9767,143.6,23.41,low,0,0.67,81.26,8,85.4,69.6,4.66,59.4,,10,6,850,20.43
01/06/2025 14:09,Silverstone,6,561,20.84,10751,156,19.6,med,0,0.808,88.68,8,82.2,71.1,4.67,61.3,43.9,20,8,850.8,20.81
01/06/2025 14:00,Silverstone,1,50,18.22,10874,161.8,27.2,low,1,0.755,94.1,8,89.8,60.8,4.98,61.7,35.5,20,8,983.1,17.91
01/06/2025 14:02,Silverstone,2,156,19.2,9854,141,25.65,low,0,0.67,89.43,8,75.1,77,4.39,65.3,50.3,30,7,674,18.64
01/06/2025 14:00,Silverstone,1,32,18,12783,185.8,27.5,low,0,0.779,98.23,8,100,55.9,5.11,57.1,50.6,20,5,1224.6,18
01/06/2025 14:17,Silverstone,12,1051,22.28,11190,160.6,12.25,high,0,0.943,87.56,8,87.2,76.2,4.6,56.9,62.7,20,5,889.6,22.5
01/06/2025 14:02,Silverstone,2,159,19.09,9712,142.2,25.7,low,0,0.633,87.66,8,79.9,77.1,4.48,54.4,58.9,30,8,826,19.05
01/06/2025 14:20,Silverstone,14,1236,23.92,10611,158.8,9.5,high,0,0.939,86.41,8,82.4,73.9,4.44,58.4,57.3,20,6,871.3,24.18
01/06/2025 14:04,Silverstone,4,292,19.92,11391,170.7,,low,0,0.757,91.47,8,77.4,65.4,4.62,74.6,55.4,20,3,844.3,20.22
01/06/2025 14:04,Silverstone,3,288,19.91,11143,167.8,23.7,low,0,0.782,92.23,8,92.7,62.6,4.64,61.6,50.9,20,7,953.3,19.69
01/06/2025 14:09,Silverstone,6,564,20.65,11173,165.2,19.44,med,0,0.921,89.49,8,90.9,61.8,4.85,64.4,33.9,20,2,1008.5,20.89
01/06/2025 14:09,Silverstone,6,550,,9923,153.5,23.25,low,1,0.684,74.41,8,81.9,79.3,4.73,54.9,62.4,10,1,829.6,20.24
01/06/2025 14:10,Silverstone,7,615,20.7,11611,170.4,18.72,med,0,0.922,91.58,8,92.5,65.8,4.68,61.1,53.2,10,8,1035.8,20.48
01/06/2025 14:10,Silverstone,7,616,,11459,175.8,18.67,med,0,0.9,89.96,8,,59.9,4.65,61.8,52.1,30,6,1038.2,20.79
01/06/2025 14:01,Silverstone,1,71,18.41,9766,138.1,26.94,low,1,0.594,89.17,8,80.6,74.8,4.7,66.9,56.4,30,5,765,18.4
01/06/2025 14:03,Silverstone,3,208,19.35,12749,177.5,24.83,low,1,0.853,94.06,8,98,61.7,5.01,66.8,49.3,20,3,1261.4,19.23
01/06/2025 14:16,Silverstone,11,1011,22.06,9732,153.2,12.87,high,0,0.925,88.96,8,84.8,64.3,4.35,63.7,48.3,20,3,800.8,22.01
01/06/2025 14:16,Silverstone,11,961,21.59,11916,171.6,13.58,med,0,0.913,89.24,8,84.5,64,4.95,65.9,35.3,30,2,1022.2,21.82
01/06/2025 14:08,Silverstone,6,520,20.64,11659,163.9,23.7,low,1,0.672,83.78,8,93.8,73.5,4.82,57.3,42.6,30,7,1128.4,20.81
01/06/2025 14:08,Silverstone,6,515,20.63,12169,178.6,20.16,low,0,0.827,94.73,8,96.5,56.9,5.13,58.7,52.8,20,3,1133.5,20.69
01/06/2025 14:04,Silverstone,4,295,19.99,11786,164.5,23.57,low,1,0.704,91.43,8,89.9,74.3,4.75,58.2,54.2,20,5,1059.8,20.13
01/06/2025 14:07,Silverstone,5,428,20.39,11099,165.3,21.51,low,0,0.778,94.6,,,72,4.74,51.6,57.3,30,1,1039.7,20.37
01/06/2025 14:15,Silverstone,11,946,21.73,11491,165.7,13.75,med,0,0.878,86.43,8,87.1,73.3,4.84,48.7,67.8,30,8,985.6,21.67
01/06/2025 14:13,Silverstone,9,836,21.24,9799,141.8,15.53,med,1,0.741,86.68,8,78.9,80.3,4.39,62.2,49.8,10,3,762.3,20.59
01/06/2025 14:13,Silverstone,9,820,20.93,10130,142.1,15.76,med,,0.751,89.7,8,79.2,81.4,4.53,56.8,41.6,30,1,776.1,20.68
01/06/2025 14:14,Silverstone,10,856,21.29,10551,158.6,15.16,med,1,0.859,86.91,8,88.8,72.9,4.64,63.5,44,20,3,941.8,21.4
01/06/2025 14:05,Silverstone,4,326,20.13,11828,174.9,23.12,low,0,0.79,94.81,8,93.3,66.9,4.95,64.2,49.8,20,9,1208.5,19.93
